basin,name,year,cyclone_of_the_year,num_of_track_entries,date,time,record_identifier,status_of_system,latitude,longitude,max_sustained_wind,central_pressure,34kt_NE,34kt_SE,34kt_SW,34kt_NW,50kt_NE,50kt_SE,50kt_SW,50kt_NW,64kt_NE,64kt_SE,64kt_SW,64kt_NW
AL,IRENE,2005,09,56,20050808,0600,,TS,21.8N,48.3W,35,1006,60,60,0,60,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050808,1200,,TD,22.2N,49.9W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050808,1800,,TD,22.4N,50.9W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050809,0000,,TD,22.5N,52.0W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050809,0600,,TD,22.4N,52.9W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050809,1200,,TD,22.4N,53.7W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050809,1800,,TD,22.4N,54.8W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050810,0000,,TD,22.4N,55.7W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050810,0600,,TD,22.3N,56.5W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050810,1200,,TD,22.4N,57.2W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050810,1800,,TD,22.8N,58.1W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050811,0000,,TS,23.3N,59.3W,35,1005,40,40,0,40,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050811,0600,,TS,23.9N,60.4W,40,1003,40,40,0,40,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050811,1200,,TS,24.7N,61.7W,45,1001,50,50,0,40,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050811,1800,,TS,25.4N,62.9W,45,1001,50,50,0,40,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050812,0000,,TS,26.3N,63.8W,45,1001,50,50,0,50,0,0,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050812,0600,,TS,27.2N,65.1W,55,998,50,50,20,50,20,20,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050812,1200,,TS,27.9N,66.3W,55,996,50,50,20,50,20,20,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050812,1800,,TS,28.4N,67.1W,55,995,75,75,75,50,30,30,30,20,0,0,0,0,
AL,IRENE,2005,09,56,20050813,0000,,TS,28.9N,67.7W,60,993,75,75,60,75,30,30,20,30,0,0,0,0,
AL,IRENE,2005,09,56,20050813,0600,,TS,29.6N,68.2W,60,996,75,75,60,60,30,30,20,20,0,0,0,0,
AL,IRENE,2005,09,56,20050813,1200,,TS,30.0N,69.0W,60,997,75,75,60,60,30,30,20,20,0,0,0,0,
AL,IRENE,2005,09,56,20050813,1800,,TS,30.8N,69.4W,60,1000,90,75,60,60,30,30,20,20,0,0,0,0,
AL,IRENE,2005,09,56,20050814,0000,,TS,31.6N,69.9W,60,997,90,75,60,60,30,30,20,20,0,0,0,0,
AL,IRENE,2005,09,56,20050814,0600,,TS,32.1N,70.2W,55,999,90,75,60,40,40,30,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050814,1200,,TS,33.1N,70.1W,55,999,90,75,60,40,40,30,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050814,1800,,TS,34.0N,70.0W,60,994,90,75,40,40,40,35,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050815,0000,,HU,34.9N,69.5W,70,989,90,90,40,60,40,40,20,30,20,20,0,0,
AL,IRENE,2005,09,56,20050815,0600,,HU,35.7N,68.7W,75,985,90,90,40,60,40,40,20,30,20,20,0,0,
AL,IRENE,2005,09,56,20050815,1200,,HU,36.3N,67.7W,75,985,70,100,100,70,40,70,50,30,20,25,20,0,
AL,IRENE,2005,09,56,20050815,1800,,HU,36.5N,66.5W,80,980,70,100,100,70,40,70,50,30,20,25,20,0,
AL,IRENE,2005,09,56,20050816,0000,,HU,36.6N,65.1W,80,980,70,100,70,70,30,50,50,30,20,20,20,0,
AL,IRENE,2005,09,56,20050816,0600,,HU,36.6N,64.0W,80,978,70,100,70,70,30,50,50,30,20,20,20,0,
AL,IRENE,2005,09,56,20050816,1200,,HU,36.6N,63.0W,85,975,70,100,70,70,30,50,50,30,20,20,20,0,
AL,IRENE,2005,09,56,20050816,1800,,HU,36.5N,62.0W,90,970,70,100,100,70,30,50,50,30,20,20,20,0,
AL,IRENE,2005,09,56,20050817,0000,,HU,36.5N,61.3W,80,978,70,100,100,70,30,50,50,30,20,20,20,0,
AL,IRENE,2005,09,56,20050817,0600,,HU,36.5N,60.6W,75,983,80,90,65,60,40,50,30,30,20,25,15,0,
AL,IRENE,2005,09,56,20050817,1200,,HU,36.9N,59.1W,65,987,50,120,80,50,30,90,70,30,20,30,20,0,
AL,IRENE,2005,09,56,20050817,1800,,HU,37.6N,57.3W,65,987,50,120,80,50,30,90,60,30,20,30,20,0,
AL,IRENE,2005,09,56,20050818,0000,,TS,38.6N,55.0W,60,990,60,105,60,30,0,75,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050818,0600,,TS,40.3N,52.3W,60,990,60,105,60,30,0,75,0,0,0,0,0,0,
AL,IRENE,2005,09,56,20050818,1200,,TS,43.3N,48.9W,50,992,360,360,60,30,0,50,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050813,1200,,TD,13.3N,43.6W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050813,1800,,TD,13.8N,44.7W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050814,0000,,TD,13.8N,45.7W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050814,0600,,TD,13.4N,46.0W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050814,1200,,TD,13.5N,46.4W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050814,1800,,LO,13.9N,46.7W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050815,0000,,LO,14.4N,47.4W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050815,0600,,LO,14.5N,48.4W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050815,1200,,LO,14.6N,49.3W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050815,1800,,LO,14.8N,49.9W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050816,0000,,LO,15.1N,50.4W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050816,0600,,LO,15.5N,51.1W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050816,1200,,LO,16.0N,52.0W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050816,1800,,LO,16.1N,53.2W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050817,0000,,LO,16.1N,54.1W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050817,0600,,LO,16.1N,54.9W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050817,1200,,LO,16.7N,55.6W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050817,1800,,LO,17.1N,56.6W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050818,0000,,LO,17.3N,57.7W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050818,0600,,LO,17.6N,58.9W,25,1012,0,0,0,0,0,0,0,0,0,0,0,0,
AL,TEN,2005,10,21,20050818,1200,,LO,18.0N,60.1W,25,1014,0,0,0,0,0,0,0,0,0,0,0,0,
AL,JOSE,2005,11,6,20050822,1200,,TD,19.4N,94.5W,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,
AL,JOSE,2005,11,6,20050822,1800,,TS,19.6N,95.0W,35,1004,0,30,30,0,0,0,0,0,0,0,0,0,
AL,JOSE,2005,11,6,20050823,0000,,TS,19.7N,95.7W,45,1001,20,30,40,40,0,0,0,0,0,0,0,0,
AL,JOSE,2005,11,6,20050823,0330,L,TS,19.7N,96.4W,50,998,,,,,,,,,,,,,
AL,JOSE,2005,11,6,20050823,0600,,TS,19.7N,96.7W,35,1002,20,20,20,20,0,0,0,0,0,0,0,0,
AL,JOSE,2005,11,6,20050823,1200,,TD,19.7N,97.7W,25,1005,0,0,0,0,0,0,0,0,0,0,0,0,
AL,KATRINA,2005,12,34,20050823,1800,,TD,23.1N,75.1W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
AL,KATRINA,2005,12,34,20050824,0000,,TD,23.4N,75.7W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
AL,KATRINA,2005,12,34,20050824,0600,,TD,23.8N,76.2W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
AL,KATRINA,2005,12,34,20050824,1200,,TS,24.5N,76.5W,35,1006,60,60,0,0,0,0,0,0,0,0,0,0,
AL,KATRINA,2005,12,34,20050824,1800,,TS,25.4N,76.9W,40,1003,60,60,0,0,0,0,0,0,0,0,0,0,
AL,KATRINA,2005,12,34,20050825,0000,,TS,26.0N,77.7W,45,1000,60,60,0,0,0,0,0,0,0,0,0,0,
AL,KATRINA,2005,12,34,20050825,0600,,TS,26.1N,78.4W,50,997,60,60,0,0,15,0,0,0,0,0,0,0,
AL,KATRINA,2005,12,34,20050825,1200,,TS,26.2N,79.0W,55,994,60,60,30,50,20,20,0,0,0,0,0,0,
AL,KATRINA,2005,12,34,20050825,1800,,TS,26.2N,79.6W,60,988,70,70,50,60,25,25,20,20,0,0,0,0,
AL,KATRINA,2005,12,34,20050825,2230,L,HU,26.0N,80.1W,70,984,,,,,,,,,,,,,
AL,KATRINA,2005,12,34,20050826,0000,,HU,25.9N,80.3W,70,983,70,70,50,40,20,20,20,20,10,10,10,10,
AL,KATRINA,2005,12,34,20050826,0600,,HU,25.4N,81.3W,65,987,75,75,40,30,60,60,20,20,10,10,10,10,
AL,KATRINA,2005,12,34,20050826,1200,,HU,25.1N,82.0W,75,979,75,75,45,25,60,60,25,20,20,20,10,10,
AL,KATRINA,2005,12,34,20050826,1800,,HU,24.9N,82.6W,85,968,75,75,55,35,60,60,35,20,20,20,15,10,
AL,KATRINA,2005,12,34,20050827,0000,,HU,24.6N,83.3W,90,959,90,75,75,75,60,60,40,30,25,25,20,15,
AL,KATRINA,2005,12,34,20050827,0600,,HU,24.4N,84.0W,95,950,130,90,90,130,60,60,45,60,35,30,30,25,
AL,KATRINA,2005,12,34,20050827,1200,,HU,24.4N,84.7W,100,942,130,90,90,130,60,60,45,60,35,30,30,25,
AL,KATRINA,2005,12,34,20050827,1800,,HU,24.5N,85.3W,100,948,140,90,90,130,70,70,60,70,45,35,35,35,
AL,KATRINA,2005,12,34,20050828,0000,,HU,24.8N,85.9W,100,941,140,100,100,140,80,80,65,80,60,45,45,50,
AL,KATRINA,2005,12,34,20050828,0600,,HU,25.2N,86.7W,125,930,160,160,125,140,100,100,75,100,75,75,50,75,
AL,KATRINA,2005,12,34,20050828,1200,,HU,25.7N,87.7W,145,909,180,180,125,140,120,120,75,100,90,90,50,75,
AL,KATRINA,2005,12,34,20050828,1800,,HU,26.3N,88.6W,150,902,200,180,125,180,120,120,75,120,90,90,50,90,
AL,KATRINA,2005,12,34,20050829,0000,,HU,27.2N,89.2W,140,905,200,200,150,180,120,120,75,100,90,90,60,80,
AL,KATRINA,2005,12,34,20050829,0600,,HU,28.2N,89.6W,125,913,200,200,150,150,120,120,75,100,90,90,60,70,
AL,KATRINA,2005,12,34,20050829,1110,L,HU,29.3N,89.6W,110,920,,,,,,,,,,,,,
AL,KATRINA,2005,12,34,20050829,1200,,HU,29.5N,89.6W,110,923,200,200,150,100,120,120,75,75,90,90,60,60,
AL,KATRINA,2005,12,34,20050829,1445,L,HU,30.2N,89.6W,105,928,,,,,,,,,,,,,
AL,KATRINA,2005,12,34,20050829,1800,,HU,31.1N,89.6W,80,948,100,180,100,100,75,100,75,75,50,50,30,30,
AL,KATRINA,2005,12,34,20050830,0000,,TS,32.6N,89.1W,50,961,75,90,90,50,50,60,0,0,0,0,0,0,
AL,KATRINA,2005,12,34,20050830,0600,,TS,34.1N,88.6W,40,978,75,90,75,50,0,0,0,0,0,0,0,0,
AL,KATRINA,2005,12,34,20050830,1200,,TD,35.6N,88.0W,30,985,0,0,0,0,0,0,0,0,0,0,0,0,
AL,KATRINA,2005,12,34,20050830,1800,,TD,37.0N,87.0W,30,990,0,0,0,0,0,0,0,0,0,0,0,0,
AL,KATRINA,2005,12,34,20050831,0000,,EX,38.6N,85.3W,30,994,0,0,0,0,0,0,0,0,0,0,0,0,
AL,KATRINA,2005,12,34,20050831,0600,,EX,40.1N,82.9W,25,996,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050828,1200,,TD,14.0N,45.1W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050828,1800,,TD,14.9N,46.4W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050829,0000,,TD,15.7N,47.6W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050829,0600,,TD,17.0N,48.9W,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050829,1200,,TD,17.7N,50.6W,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050829,1800,,LO,18.5N,52.5W,20,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050830,0000,,LO,20.5N,53.2W,20,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050830,0600,,LO,22.1N,53.6W,20,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050830,1200,,LO,24.2N,54.2W,20,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050830,1800,,LO,25.5N,53.6W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050831,0000,,LO,26.9N,52.7W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050831,0600,,TD,28.0N,51.6W,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050831,1200,,TS,29.0N,50.4W,35,1006,60,60,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050831,1800,,TS,30.1N,50.1W,35,1007,60,60,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050901,0000,,TD,31.1N,50.3W,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050901,0600,,TD,31.9N,51.2W,30,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050901,1200,,TD,31.9N,51.4W,30,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050901,1800,,TD,32.3N,51.5W,30,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050902,0000,,TD,32.4N,52.0W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050902,0600,,LO,32.6N,52.3W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050902,1200,,LO,33.2N,52.3W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050902,1800,,LO,33.9N,52.7W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050903,0000,,LO,34.7N,53.2W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050903,0600,,LO,35.5N,53.9W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050903,1200,,LO,36.6N,54.2W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,LEE,2005,13,26,20050903,1800,,LO,37.4N,53.9W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,MARIA,2005,14,51,20050901,1200,,TD,18.8N,45.5W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
AL,MARIA,2005,14,51,20050901,1800,,TD,19.3N,46.2W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
AL,MARIA,2005,14,51,20050902,0000,,TD,19.9N,47.2W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
AL,MARIA,2005,14,51,20050902,0600,,TD,20.5N,48.3W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
AL,MARIA,2005,14,51,20050902,1200,,TS,21.1N,49.4W,35,1006,60,0,0,30,0,0,0,0,0,0,0,0,
AL,MARIA,2005,14,51,20050902,1800,,TS,21.5N,50.2W,40,1003,60,0,0,60,0,0,0,0,0,0,0,0,
AL,MARIA,2005,14,51,20050903,0000,,TS,22.0N,51.0W,45,1001,60,30,30,60,0,0,0,0,0,0,0,0,
AL,MARIA,2005,14,51,20050903,0600,,TS,23.0N,52.0W,45,1000,60,30,30,60,0,0,0,0,0,0,0,0,
AL,MARIA,2005,14,51,20050903,1200,,TS,24.4N,53.1W,50,997,100,30,0,60,25,0,0,0,0,0,0,0,
AL,MARIA,2005,14,51,20050903,1800,,TS,25.5N,54.0W,55,994,100,60,20,60,25,0,0,0,0,0,0,0,
AL,MARIA,2005,14,51,20050904,0000,,TS,26.5N,54.6W,60,990,100,60,30,60,25,25,0,0,0,0,0,0,
AL,MARIA,2005,14,51,20050904,0600,,HU,27.5N,55.1W,65,987,100,60,30,60,25,25,20,20,10,10,10,10,
AL,MARIA,2005,14,51,20050904,1200,,HU,28.6N,55.5W,65,987,100,75,40,75,30,30,20,30,15,15,10,15,
AL,MARIA,2005,14,51,20050904,1800,,HU,29.6N,56.0W,75,980,100,75,40,75,30,30,20,30,15,15,10,15,
AL,MARIA,2005,14,51,20050905,0000,,HU,30.2N,56.5W,75,980,100,75,40,75,30,30,20,30,15,15,10,15,
AL,MARIA,2005,14,51,20050905,0600,,HU,30.9N,56.8W,80,977,100,80,50,75,30,30,25,30,15,15,15,15,
AL,MARIA,2005,14,51,20050905,1200,,HU,31.5N,56.8W,85,975,100,100,60,80,50,50,30,40,20,20,20,20,
AL,MARIA,2005,14,51,20050905,1800,,HU,32.1N,56.7W,90,970,100,100,60,80,50,50,30,40,20,20,20,20,
AL,MARIA,2005,14,51,20050906,0000,,HU,32.6N,56.6W,100,962,100,100,60,80,50,50,30,40,20,20,20,20,
AL,MARIA,2005,14,51,20050906,0600,,HU,33.0N,56.5W,90,970,100,100,60,80,50,50,30,40,20,20,15,15,
AL,MARIA,2005,14,51,20050906,1200,,HU,33.5N,56.0W,80,975,120,120,60,80,75,75,30,40,20,20,15,15,
AL,MARIA,2005,14,51,20050906,1800,,HU,33.9N,55.4W,75,980,120,120,60,80,75,75,30,40,20,20,15,15,
AL,MARIA,2005,14,51,20050907,0000,,HU,34.4N,54.6W,65,987,120,120,60,80,75,75,30,40,35,35,20,25,
AL,MARIA,2005,14,51,20050907,0600,,HU,34.8N,53.3W,70,983,140,140,120,140,75,90,60,90,45,45,45,45,
AL,MARIA,2005,14,51,20050907,1200,,HU,35.6N,51.8W,75,980,150,175,150,200,100,120,100,125,45,75,60,75,
AL,MARIA,2005,14,51,20050907,1800,,HU,36.5N,50.8W,75,980,150,175,150,200,100,120,100,125,45,75,60,75,
AL,MARIA,2005,14,51,20050908,0000,,HU,37.2N,49.9W,70,982,175,200,175,175,100,120,100,100,45,75,60,60,
AL,MARIA,2005,14,51,20050908,0600,,HU,37.9N,49.0W,65,985,175,200,175,175,100,120,100,100,45,75,60,60,
AL,MARIA,2005,14,51,20050908,1200,,HU,38.7N,48.0W,65,985,200,225,175,175,100,120,100,90,0,75,0,0,
AL,MARIA,2005,14,51,20050908,1800,,HU,39.1N,47.2W,65,985,200,225,175,175,100,120,100,90,0,75,0,0,
AL,MARIA,2005,14,51,20050909,0000,,TS,39.4N,46.4W,60,987,200,225,175,175,100,120,100,90,0,0,0,0,
AL,MARIA,2005,14,51,20050909,0600,,TS,39.8N,44.9W,55,987,175,225,175,150,100,120,120,90,0,0,0,0,
AL,MARIA,2005,14,51,20050909,1200,,TS,40.4N,43.4W,55,988,150,200,200,100,75,120,120,45,0,0,0,0,
AL,MARIA,2005,14,51,20050909,1800,,TS,41.1N,42.1W,50,988,150,200,200,100,75,120,120,45,0,0,0,0,
AL,MARIA,2005,14,51,20050910,0000,,TS,41.9N,40.6W,50,988,150,200,200,100,75,120,120,45,0,0,0,0,
AL,MARIA,2005,14,51,20050910,0600,,TS,42.9N,39.2W,50,988,150,200,200,150,75,120,120,75,0,0,0,0,
AL,MARIA,2005,14,51,20050910,1200,,EX,44.5N,37.7W,50,980,200,300,200,180,150,200,150,120,0,0,0,0,
AL,MARIA,2005,14,51,20050910,1800,,EX,46.0N,36.3W,55,975,300,300,250,200,200,200,180,150,0,0,0,0,
AL,MARIA,2005,14,51,20050911,0000,,EX,48.0N,35.0W,60,975,300,300,250,200,200,200,180,150,0,0,0,0,
AL,MARIA,2005,14,51,20050911,0600,,EX,50.0N,34.0W,60,974,300,350,250,200,200,250,180,150,0,0,0,0,
AL,MARIA,2005,14,51,20050911,1200,,EX,52.0N,32.9W,65,971,300,400,250,200,200,300,150,120,180,250,0,0,
AL,MARIA,2005,14,51,20050911,1800,,EX,54.0N,32.0W,65,968,300,400,250,200,200,300,150,120,180,250,0,0,
AL,MARIA,2005,14,51,20050912,0000,,EX,55.5N,31.0W,65,962,300,400,250,200,200,300,150,120,180,250,0,0,
AL,MARIA,2005,14,51,20050912,0600,,EX,57.0N,29.0W,65,967,300,400,250,200,200,300,150,120,180,250,0,0,
AL,MARIA,2005,14,51,20050912,1200,,EX,58.5N,26.0W,65,970,300,400,250,200,200,300,150,120,180,250,0,0,
AL,MARIA,2005,14,51,20050912,1800,,EX,61.0N,23.0W,60,972,300,350,250,200,200,250,150,120,0,0,0,0,
AL,MARIA,2005,14,51,20050913,0000,,EX,62.0N,21.0W,55,974,300,300,250,200,200,200,150,120,0,0,0,0,
AL,MARIA,2005,14,51,20050913,0600,,EX,62.9N,19.0W,50,976,300,300,250,200,200,200,150,120,0,0,0,0,
AL,MARIA,2005,14,51,20050913,1200,,EX,63.5N,16.0W,45,980,300,300,300,200,0,0,0,0,0,0,0,0,
AL,MARIA,2005,14,51,20050913,1800,,EX,63.0N,10.0W,45,983,300,300,400,200,0,0,0,0,0,0,0,0,
AL,MARIA,2005,14,51,20050914,0000,,EX,63.0N,0.0W,45,984,300,300,500,200,0,0,0,0,0,0,0,0,
AL,NATE,2005,15,29,20050905,1800,,TD,28.4N,67.0W,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,
AL,NATE,2005,15,29,20050906,0000,,TS,28.4N,66.6W,35,1005,40,40,40,40,0,0,0,0,0,0,0,0,
AL,NATE,2005,15,29,20050906,0600,,TS,28.5N,66.5W,40,1002,40,40,40,40,0,0,0,0,0,0,0,0,
AL,NATE,2005,15,29,20050906,1200,,TS,28.5N,66.5W,50,1000,40,40,40,40,25,25,25,25,0,0,0,0,
AL,NATE,2005,15,29,20050906,1800,,TS,28.6N,66.4W,50,997,60,60,40,60,30,30,20,30,0,0,0,0,
AL,NATE,2005,15,29,20050907,0000,,TS,28.7N,66.3W,55,994,80,60,40,60,40,30,20,30,0,0,0,0,
AL,NATE,2005,15,29,20050907,0600,,TS,28.7N,66.3W,60,990,80,60,40,60,40,30,20,30,0,0,0,0,
AL,NATE,2005,15,29,20050907,1200,,HU,28.9N,66.2W,65,987,100,100,60,80,40,40,30,40,20,20,0,20,
AL,NATE,2005,15,29,20050907,1800,,HU,29.3N,66.0W,70,985,100,100,60,80,40,40,30,40,20,20,20,20,
AL,NATE,2005,15,29,20050908,0000,,HU,29.6N,65.7W,75,984,100,100,60,80,40,40,30,40,20,20,20,20,
AL,NATE,2005,15,29,20050908,0600,,HU,30.0N,65.0W,75,982,100,100,60,80,40,40,30,40,20,20,20,20,
AL,NATE,2005,15,29,20050908,1200,,HU,30.5N,63.8W,75,982,120,120,60,60,40,40,40,40,20,20,20,20,
AL,NATE,2005,15,29,20050908,1800,,HU,31.4N,62.7W,75,982,120,120,60,60,40,40,40,40,20,20,20,20,
AL,NATE,2005,15,29,20050909,0000,,HU,32.6N,61.1W,80,979,200,180,90,120,75,75,30,75,25,25,20,20,
AL,NATE,2005,15,29,20050909,0600,,HU,33.4N,59.1W,70,985,240,180,90,120,120,90,30,75,60,50,20,50,
AL,NATE,2005,15,29,20050909,1200,,HU,34.0N,55.8W,65,986,150,210,180,120,90,120,90,45,0,45,0,0,
AL,NATE,2005,15,29,20050909,1800,,TS,34.5N,53.4W,55,991,150,210,180,120,90,120,90,45,0,0,0,0,
AL,NATE,2005,15,29,20050910,0000,,TS,34.7N,50.8W,55,997,150,180,150,120,90,120,90,45,0,0,0,0,
AL,NATE,2005,15,29,20050910,0600,,TS,34.6N,49.0W,45,997,150,180,150,120,0,0,0,0,0,0,0,0,
AL,NATE,2005,15,29,20050910,1200,,TS,34.5N,45.9W,45,997,75,175,175,125,0,0,0,0,0,0,0,0,
AL,NATE,2005,15,29,20050910,1800,,EX,34.9N,44.1W,45,997,75,175,150,75,0,0,0,0,0,0,0,0,
AL,NATE,2005,15,29,20050911,0000,,EX,35.2N,42.1W,40,999,100,175,125,40,0,0,0,0,0,0,0,0,
AL,NATE,2005,15,29,20050911,0600,,EX,36.0N,40.6W,40,1000,150,200,85,0,0,0,0,0,0,0,0,0,
AL,NATE,2005,15,29,20050911,1200,,EX,37.4N,38.3W,40,1001,250,250,0,0,0,0,0,0,0,0,0,0,
AL,NATE,2005,15,29,20050911,1800,,EX,39.2N,35.6W,40,1001,300,300,0,0,0,0,0,0,0,0,0,0,
AL,NATE,2005,15,29,20050912,0000,,EX,41.6N,33.3W,40,1002,350,350,0,0,0,0,0,0,0,0,0,0,
AL,NATE,2005,15,29,20050912,0600,,EX,43.5N,32.0W,35,1002,350,400,0,0,0,0,0,0,0,0,0,0,
AL,NATE,2005,15,29,20050912,1200,,EX,44.0N,28.1W,35,1003,350,400,0,0,0,0,0,0,0,0,0,0,
AL,NATE,2005,15,29,20050912,1800,,EX,46.0N,25.0W,35,1003,350,400,0,0,0,0,0,0,0,0,0,0,
AL,OPHELIA,2005,16,69,20050906,0600,,TD,25.8N,78.6W,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,
AL,OPHELIA,2005,16,69,20050906,1200,,TD,26.3N,78.3W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
AL,OPHELIA,2005,16,69,20050906,1600,L,TD,26.6N,78.3W,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,
